"beta_hat","beta","gamma","sigma","distribution","g","r"
-0.356034568940783,0.05,0.5,0.5,"normal",8,130
0.379375188392159,0.05,0.5,0.5,"normal",8,130
0.538383510125036,0.05,0.5,0.5,"normal",8,130
-0.0307947048910378,0.05,0.5,0.5,"normal",8,130
0.390461159138799,0.05,0.5,0.5,"normal",8,130
-0.243890872903041,0.05,0.5,0.5,"normal",8,130
-0.00870859873869178,0.05,0.5,0.5,"normal",8,130
-0.365625329753516,0.05,0.5,0.5,"normal",8,130
0.127430728346342,0.05,0.5,0.5,"normal",8,130
-0.328805505030594,0.05,0.5,0.5,"normal",8,130
1.0817812062857,0.05,0.5,0.5,"normal",8,130
0.392261220184437,0.05,0.5,0.5,"normal",8,130
-0.275461286801702,0.05,0.5,0.5,"normal",8,130
0.453495070692815,0.05,0.5,0.5,"normal",8,130
0.160148580041025,0.05,0.5,0.5,"normal",8,130
0.844146711241062,0.05,0.5,0.5,"normal",8,130
0.936820742111437,0.05,0.5,0.5,"normal",8,130
0.722237343814236,0.05,0.5,0.5,"normal",8,130
-0.173918995538105,0.05,0.5,0.5,"normal",8,130
-0.273585048446552,0.05,0.5,0.5,"normal",8,130
0.213422045977876,0.05,0.5,0.5,"normal",8,130
-0.703433875917996,0.05,0.5,0.5,"normal",8,130
0.137309512696379,0.05,0.5,0.5,"normal",8,130
-0.734979998328738,0.05,0.5,0.5,"normal",8,130
0.102935960975231,0.05,0.5,0.5,"normal",8,130
0.993684116589053,0.05,0.5,0.5,"normal",8,130
0.157376332732653,0.05,0.5,0.5,"normal",8,130
-0.0568462848567382,0.05,0.5,0.5,"normal",8,130
-0.0323832697692929,0.05,0.5,0.5,"normal",8,130
-0.338681608522408,0.05,0.5,0.5,"normal",10,104
-0.0892394583479746,0.05,0.5,0.5,"normal",10,104
0.754122700352733,0.05,0.5,0.5,"normal",10,104
0.00146520173602375,0.05,0.5,0.5,"normal",10,104
0.471240617910747,0.05,0.5,0.5,"normal",10,104
-0.351737963270442,0.05,0.5,0.5,"normal",10,104
0.463238624414417,0.05,0.5,0.5,"normal",10,104
0.0304750206806221,0.05,0.5,0.5,"normal",10,104
0.320087546299365,0.05,0.5,0.5,"normal",10,104
0.0829232622226747,0.05,0.5,0.5,"normal",10,104
0.456265735089932,0.05,0.5,0.5,"normal",10,104
-0.220254048769776,0.05,0.5,0.5,"normal",10,104
-0.401799709670426,0.05,0.5,0.5,"normal",10,104
0.227407618878284,0.05,0.5,0.5,"normal",10,104
0.234407075337686,0.05,0.5,0.5,"normal",10,104
0.0255535537115876,0.05,0.5,0.5,"normal",10,104
-0.323958045139541,0.05,0.5,0.5,"normal",10,104
-0.475314870402538,0.05,0.5,0.5,"normal",10,104
0.192190957218473,0.05,0.5,0.5,"normal",10,104
-0.15682671671133,0.05,0.5,0.5,"normal",10,104
0.0529143942788378,0.05,0.5,0.5,"normal",10,104
-0.140239971897145,0.05,0.5,0.5,"normal",10,104
-0.017766300568091,0.05,0.5,0.5,"normal",10,104
0.488732824489759,0.05,0.5,0.5,"normal",10,104
-0.126244851219811,0.05,0.5,0.5,"normal",10,104
0.292580279433247,0.05,0.5,0.5,"normal",10,104
0.192448977534891,0.05,0.5,0.5,"normal",10,104
0.430337959130194,0.05,0.5,0.5,"normal",10,104
-0.417306297028946,0.05,0.5,0.5,"normal",10,104
-0.0970526981732438,0.05,0.5,0.5,"normal",10,104
0.577281615904432,0.05,0.5,0.5,"normal",12,86
-0.148205444613346,0.05,0.5,0.5,"normal",12,86
0.38366824376227,0.05,0.5,0.5,"normal",12,86
-0.0569857713775479,0.05,0.5,0.5,"normal",12,86
0.0681389398474742,0.05,0.5,0.5,"normal",12,86
0.0843390488743842,0.05,0.5,0.5,"normal",12,86
-0.061824084917235,0.05,0.5,0.5,"normal",12,86
-0.461243295858788,0.05,0.5,0.5,"normal",12,86
-0.15529071131092,0.05,0.5,0.5,"normal",12,86
