"beta_hat","beta","gamma","sigma","distribution","g","r"
4.32098502341001,4,0.5,0.5,"normal",14,74
4.07236259502395,4,0.5,0.5,"normal",14,74
3.27930629376404,4,0.5,0.5,"normal",14,74
3.85293124691548,4,0.5,0.5,"normal",14,74
4.02091868478536,4,0.5,0.5,"normal",14,74
4.2313388178696,4,0.5,0.5,"normal",14,74
3.72706034933301,4,0.5,0.5,"normal",14,74
4.51595449633209,4,0.5,0.5,"normal",14,74
4.02323421230398,4,0.5,0.5,"normal",14,74
4.05786238113516,4,0.5,0.5,"normal",14,74
3.71240164018569,4,0.5,0.5,"normal",14,74
3.84460552985221,4,0.5,0.5,"normal",14,74
3.98114496204806,4,0.5,0.5,"normal",14,74
4.28700201642386,4,0.5,0.5,"normal",14,74
3.87535882718226,4,0.5,0.5,"normal",14,74
4.16945797566229,4,0.5,0.5,"normal",14,74
3.7975304454944,4,0.5,0.5,"normal",14,74
4.37883789628737,4,0.5,0.5,"normal",14,74
4.31028344805534,4,0.5,0.5,"normal",14,74
4.07039630175884,4,0.5,0.5,"normal",16,64
4.12049829461672,4,0.5,0.5,"normal",16,64
3.98877687178634,4,0.5,0.5,"normal",16,64
4.02113035965141,4,0.5,0.5,"normal",16,64
3.86424637658769,4,0.5,0.5,"normal",16,64
3.71058120410408,4,0.5,0.5,"normal",16,64
3.94657829057637,4,0.5,0.5,"normal",16,64
3.98246260771252,4,0.5,0.5,"normal",16,64
3.83375608130566,4,0.5,0.5,"normal",16,64
3.70353620875118,4,0.5,0.5,"normal",16,64
3.63063104281171,4,0.5,0.5,"normal",16,64
4.21264513694768,4,0.5,0.5,"normal",16,64
3.665111810064,4,0.5,0.5,"normal",16,64
3.95746973350094,4,0.5,0.5,"normal",16,64
3.69771524632271,4,0.5,0.5,"normal",16,64
4.04551616614803,4,0.5,0.5,"normal",16,64
3.91593168040747,4,0.5,0.5,"normal",16,64
4.34359742576785,4,0.5,0.5,"normal",16,64
4.25551581460614,4,0.5,0.5,"normal",16,64
4.12232478812855,4,0.5,0.5,"normal",16,64
3.838734614035,4,0.5,0.5,"normal",16,64
4.40419991990869,4,0.5,0.5,"normal",16,64
3.60857091663931,4,0.5,0.5,"normal",16,64
4.08302756050207,4,0.5,0.5,"normal",16,64
3.81564663099876,4,0.5,0.5,"normal",16,64
3.68469211039637,4,0.5,0.5,"normal",16,64
3.802158904169,4,0.5,0.5,"normal",16,64
4.16145935436598,4,0.5,0.5,"normal",16,64
4.15944874432095,4,0.5,0.5,"normal",16,64
4.0706965361971,4,0.5,0.5,"normal",16,64
4.23176865633705,4,0.5,0.5,"normal",18,57
3.93257411049283,4,0.5,0.5,"normal",18,57
4.05487506148553,4,0.5,0.5,"normal",18,57
4.28214564563111,4,0.5,0.5,"normal",18,57
3.88196572650565,4,0.5,0.5,"normal",18,57
3.89006031870753,4,0.5,0.5,"normal",18,57
4.12468760468219,4,0.5,0.5,"normal",18,57
