"beta_hat","beta","gamma","sigma","distribution","g","r"
3.97591495627649,4,0.005,0.5,"normal",6,174
4.02759420970949,4,0.005,0.5,"normal",6,174
4.03290978026518,4,0.005,0.5,"normal",6,174
4.00900693196843,4,0.005,0.5,"normal",6,174
3.94903343569788,4,0.005,0.5,"normal",6,174
4.04976334173013,4,0.005,0.5,"normal",6,174
4.00107055458272,4,0.005,0.5,"normal",6,174
3.99455777681138,4,0.005,0.5,"normal",6,174
4.0369766364738,4,0.005,0.5,"normal",6,174
3.94438593131087,4,0.005,0.5,"normal",6,174
4.00886898134556,4,0.005,0.5,"normal",6,174
3.99064729621428,4,0.005,0.5,"normal",6,174
3.94759008292753,4,0.005,0.5,"normal",6,174
3.99001965033844,4,0.005,0.5,"normal",6,174
3.96722999505186,4,0.005,0.5,"normal",6,174
4.00971162447649,4,0.005,0.5,"normal",6,174
3.97199151838287,4,0.005,0.5,"normal",6,174
4.06364536003991,4,0.005,0.5,"normal",6,174
3.99657722414513,4,0.005,0.5,"normal",6,174
4.02756742353653,4,0.005,0.5,"normal",6,174
3.96047576366491,4,0.005,0.5,"normal",6,174
3.95316036184992,4,0.005,0.5,"normal",6,174
3.96839648227527,4,0.005,0.5,"normal",6,174
3.99738284278191,4,0.005,0.5,"normal",6,174
4.02329747774461,4,0.005,0.5,"normal",6,174
4.01767790675981,4,0.005,0.5,"normal",6,174
