"beta_hat","beta","gamma","sigma","distribution","g","r","cost"
4.58158905361698,4,5,0.5,"normal",4,9421,1.9e+07
10.173423662354,4,5,0.5,"normal",4,9421,1.9e+07
4.02435329379466,4,5,0.5,"normal",4,9421,1.9e+07
-3.01951678767402,4,5,0.5,"normal",4,9421,1.9e+07
-0.820927762600158,4,5,0.5,"normal",4,9421,1.9e+07
1.47708447973605,4,5,0.5,"normal",4,9421,1.9e+07
13.1412073404471,4,5,0.5,"normal",4,9421,1.9e+07
-5.05760080705792,4,5,0.5,"normal",4,9421,1.9e+07
2.52336276115044,4,5,0.5,"normal",4,9421,1.9e+07
7.82964013288732,4,5,0.5,"normal",4,9421,1.9e+07
-0.101164181467685,4,5,0.5,"normal",4,9421,1.9e+07
9.37395735047521,4,5,0.5,"normal",4,9421,1.9e+07
8.48206968013251,4,5,0.5,"normal",4,9421,1.9e+07
-3.06901780246713,4,5,0.5,"normal",4,9421,1.9e+07
-3.12515535729998,4,5,0.5,"normal",4,9421,1.9e+07
7.04828496228157,4,5,0.5,"normal",4,9421,1.9e+07
14.1580794749843,4,5,0.5,"normal",4,9421,1.9e+07
11.9129124538397,4,5,0.5,"normal",4,9421,1.9e+07
-1.257535355697,4,5,0.5,"normal",4,9421,1.9e+07
5.7141302779506,4,5,0.5,"normal",4,9421,1.9e+07
9.42145985994825,4,5,0.5,"normal",4,9421,1.9e+07
7.2276106868042,4,5,0.5,"normal",4,9421,1.9e+07
-0.152301359950367,4,5,0.5,"normal",4,9421,1.9e+07
9.60008610003544,4,5,0.5,"normal",4,9421,1.9e+07
1.10255948532399,4,5,0.5,"normal",4,9421,1.9e+07
-5.58256153034175,4,5,0.5,"normal",4,9421,1.9e+07
5.80902571160789,4,5,0.5,"normal",4,9421,1.9e+07
-1.13641533757606,4,5,0.5,"normal",4,9421,1.9e+07
-2.44389549493617,4,5,0.5,"normal",4,9421,1.9e+07
2.43693658765098,4,5,0.5,"normal",4,9421,1.9e+07
11.2350929481807,4,5,0.5,"normal",4,9421,1.9e+07
8.43467441080432,4,5,0.5,"normal",4,9421,1.9e+07
-1.12903251412153,4,5,0.5,"normal",4,9421,1.9e+07
0.971594435142732,4,5,0.5,"normal",4,9421,1.9e+07
4.95165825699582,4,5,0.5,"normal",4,9421,1.9e+07
-3.91006493324492,4,5,0.5,"normal",4,9421,1.9e+07
-0.947129149678025,4,5,0.5,"normal",4,9421,1.9e+07
-4.9387706493252,4,5,0.5,"normal",4,9421,1.9e+07
11.1000385021499,4,5,0.5,"normal",4,9421,1.9e+07
7.3227129967679,4,5,0.5,"normal",4,9421,1.9e+07
-1.43431905628636,4,5,0.5,"normal",4,9421,1.9e+07
16.3105208514597,4,5,0.5,"normal",4,9421,1.9e+07
5.6733352472636,4,5,0.5,"normal",4,9421,1.9e+07
-9.26578340206381,4,5,0.5,"normal",4,9421,1.9e+07
5.86862737367107,4,5,0.5,"normal",4,9421,1.9e+07
5.18079025283212,4,5,0.5,"normal",4,9421,1.9e+07
4.10410173641431,4,5,0.5,"normal",4,9421,1.9e+07
-6.81024450774055,4,5,0.5,"normal",4,9421,1.9e+07
-2.40707959737388,4,5,0.5,"normal",4,9421,1.9e+07
3.66207613128538,4,5,0.5,"normal",4,9421,1.9e+07
-5.02255691558792,4,5,0.5,"normal",4,9421,1.9e+07
0.577905359513472,4,5,0.5,"normal",4,9421,1.9e+07
12.0683474268863,4,5,0.5,"normal",4,9421,1.9e+07
1.9541844090692,4,5,0.5,"normal",4,9421,1.9e+07
5.78325686447913,4,5,0.5,"normal",4,9421,1.9e+07
9.43864631113424,4,5,0.5,"normal",4,9421,1.9e+07
5.48934440736817,4,5,0.5,"normal",4,9421,1.9e+07
9.29322412341047,4,5,0.5,"normal",4,9421,1.9e+07
-2.98412104695236,4,5,0.5,"normal",4,9421,1.9e+07
6.33750856853344,4,5,0.5,"normal",4,9421,1.9e+07
6.64528703985648,4,5,0.5,"normal",4,9421,1.9e+07
0.911495154677149,4,5,0.5,"normal",4,9421,1.9e+07
2.17858365278013,4,5,0.5,"normal",4,9421,1.9e+07
2.76642967277272,4,5,0.5,"normal",4,9421,1.9e+07
-3.15587256733195,4,5,0.5,"normal",4,9421,1.9e+07
5.1935987558809,4,5,0.5,"normal",4,9421,1.9e+07
0.266216586936524,4,5,0.5,"normal",4,9421,1.9e+07
-2.81627104854089,4,5,0.5,"normal",4,9421,1.9e+07
5.98200271772157,4,5,0.5,"normal",4,9421,1.9e+07
-4.74064421582888,4,5,0.5,"normal",4,9421,1.9e+07
6.24954457867604,4,5,0.5,"normal",4,9421,1.9e+07
9.45415528026181,4,5,0.5,"normal",4,9421,1.9e+07
10.0007766242726,4,5,0.5,"normal",4,9421,1.9e+07
6.78387018784942,4,5,0.5,"normal",4,9421,1.9e+07
-5.70018885475183,4,5,0.5,"normal",4,9421,1.9e+07
-2.13190983355725,4,5,0.5,"normal",4,9421,1.9e+07
-2.01672830879823,4,5,0.5,"normal",4,9421,1.9e+07
4.82644358429887,4,5,0.5,"normal",4,9421,1.9e+07
-7.4329011970354,4,5,0.5,"normal",4,9421,1.9e+07
8.24586502107791,4,5,0.5,"normal",4,9421,1.9e+07
13.1524940677477,4,5,0.5,"normal",4,9421,1.9e+07
6.26552120881881,4,5,0.5,"normal",4,9421,1.9e+07
8.36164356103296,4,5,0.5,"normal",4,9421,1.9e+07
14.4915060104372,4,5,0.5,"normal",4,9421,1.9e+07
-5.38022880609589,4,5,0.5,"normal",4,9421,1.9e+07
0.417704603620679,4,5,0.5,"normal",4,9421,1.9e+07
13.1439057359723,4,5,0.5,"normal",4,9421,1.9e+07
4.09981679423436,4,5,0.5,"normal",4,9421,1.9e+07
6.24104187954379,4,5,0.5,"normal",4,9421,1.9e+07
6.13551375942218,4,5,0.5,"normal",4,9421,1.9e+07
-1.1045095621074,4,5,0.5,"normal",4,9421,1.9e+07
8.91348655780657,4,5,0.5,"normal",4,9421,1.9e+07
1.02538425160068,4,5,0.5,"normal",4,9421,1.9e+07
10.5827705966415,4,5,0.5,"normal",4,9421,1.9e+07
5.5070143054492,4,5,0.5,"normal",4,9421,1.9e+07
8.160915871083,4,5,0.5,"normal",4,9421,1.9e+07
-6.11207940596739,4,5,0.5,"normal",4,9421,1.9e+07
0.725354454993995,4,5,0.5,"normal",4,9421,1.9e+07
-3.69126831546461,4,5,0.5,"normal",4,9421,1.9e+07
5.05746277545577,4,5,0.5,"normal",4,9421,1.9e+07
4.9372583708633,4,5,0.5,"normal",4,9421,1.9e+07
-1.82990398086018,4,5,0.5,"normal",4,9421,1.9e+07
3.72756201825405,4,5,0.5,"normal",4,9421,1.9e+07
3.22301847135138,4,5,0.5,"normal",4,9421,1.9e+07
-0.180060709973825,4,5,0.5,"normal",4,9421,1.9e+07
9.84586914999251,4,5,0.5,"normal",4,9421,1.9e+07
-4.21387300409148,4,5,0.5,"normal",4,9421,1.9e+07
3.57788268359263,4,5,0.5,"normal",4,9421,1.9e+07
-5.36998497958201,4,5,0.5,"normal",4,9421,1.9e+07
9.90396573751427,4,5,0.5,"normal",4,9421,1.9e+07
3.09854887680707,4,5,0.5,"normal",4,9421,1.9e+07
8.68503202259816,4,5,0.5,"normal",4,9421,1.9e+07
10.903023862508,4,5,0.5,"normal",4,9421,1.9e+07
5.0574984743219,4,5,0.5,"normal",4,9421,1.9e+07
7.53593244581402,4,5,0.5,"normal",4,9421,1.9e+07
3.33199335375445,4,5,0.5,"normal",4,9421,1.9e+07
9.57378841734198,4,5,0.5,"normal",4,9421,1.9e+07
2.47002376717955,4,5,0.5,"normal",4,9421,1.9e+07
10.6067732209176,4,5,0.5,"normal",4,9421,1.9e+07
4.32336126723723,4,5,0.5,"normal",4,9421,1.9e+07
0.384187977361926,4,5,0.5,"normal",4,9421,1.9e+07
6.51059384547078,4,5,0.5,"normal",4,9421,1.9e+07
-0.658767085306072,4,5,0.5,"normal",4,9421,1.9e+07
0.52291585697795,4,5,0.5,"normal",4,9421,1.9e+07
2.12280858643315,4,5,0.5,"normal",4,9421,1.9e+07
8.26443364239762,4,5,0.5,"normal",4,9421,1.9e+07
-0.245782950824863,4,5,0.5,"normal",4,9421,1.9e+07
4.88460401943921,4,5,0.5,"normal",4,9421,1.9e+07
8.51869376724277,4,5,0.5,"normal",4,9421,1.9e+07
3.61017025622488,4,5,0.5,"normal",4,9421,1.9e+07
2.26606350572042,4,5,0.5,"normal",4,9421,1.9e+07
0.574187507124779,4,5,0.5,"normal",4,9421,1.9e+07
15.4141415240408,4,5,0.5,"normal",4,9421,1.9e+07
5.2187748112024,4,5,0.5,"normal",4,9421,1.9e+07
2.79185438573064,4,5,0.5,"normal",4,9421,1.9e+07
1.12697068422194,4,5,0.5,"normal",4,9421,1.9e+07
9.44652406265066,4,5,0.5,"normal",4,9421,1.9e+07
-2.23606582840514,4,5,0.5,"normal",4,9421,1.9e+07
-5.08289130582696,4,5,0.5,"normal",4,9421,1.9e+07
2.87536884584098,4,5,0.5,"normal",4,9421,1.9e+07
3.04313561715514,4,5,0.5,"normal",4,9421,1.9e+07
13.2157882614788,4,5,0.5,"normal",4,9421,1.9e+07
9.36357360011108,4,5,0.5,"normal",4,9421,1.9e+07
4.35596893908404,4,5,0.5,"normal",4,9421,1.9e+07
5.67292101030753,4,5,0.5,"normal",4,9421,1.9e+07
5.34061743413341,4,5,0.5,"normal",4,9421,1.9e+07
-4.10085918159633,4,5,0.5,"normal",4,9421,1.9e+07
-0.733774446899052,4,5,0.5,"normal",4,9421,1.9e+07
9.38543087288758,4,5,0.5,"normal",4,9421,1.9e+07
5.35811918031139,4,5,0.5,"normal",4,9421,1.9e+07
3.28541035146959,4,5,0.5,"normal",4,9421,1.9e+07
1.23221664392246,4,5,0.5,"normal",4,9421,1.9e+07
10.8449026566185,4,5,0.5,"normal",4,9421,1.9e+07
7.55321509586399,4,5,0.5,"normal",4,9421,1.9e+07
